quality_tier,quality_score,discovery_source,registry_journal,title,year,doi,url,rights_class,authority_rank,topics,dossier_use_buckets,citation_count,abstract
A,13,openalex,Aesthetic Plastic Surgery,Consensus on Current Injectable Treatment Strategies in the Asian Face,2016,10.1007/s00266-016-0608-y,https://doi.org/10.1007/s00266-016-0608-y,open_access_cc_by,2,dermal_fillers; injectables_neurotoxins,clinical_gateway_source; sales_education_support; combination_observation,76,"BACKGROUND: The desire for and use of nonsurgical injectable esthetic facial treatments are increasing in Asia. The structural and anatomical features specific to the Asian face, and differences from Western populations in facial aging, necessitate unique esthetic treatment strategies, but published recommendations and clinical evidence for injectable treatments in Asians are scarce. METHODS: The Asian Facial Aesthetics Expert Consensus Group met to discuss current practices and consensus opinions on the cosmetic use of botulinum toxin and hyaluronic acid (HA) fillers, alone and in combination, for facial applications in Southeastern and Eastern Asians. Consensus opinions and statements on treatment aims and current practice were developed following discussions regarding pre-meeting and meeting survey outcomes, peer-reviewed literature, and the experts' clinical experience. RESULTS: The indications and patterns of use of injectable treatments vary among patients of different ages, and among Asian countries. The combination use of botulinum toxin and fillers increases as patients age. Treatment aims in Asians and current practice regarding the use of botulinum toxin and HA fillers in the upper, middle, and lower face of patients aged 18 to[55 years are presented. CONCLUSIONS: In younger Asian patients, addressing proportion and structural features and deficiencies are important to achieve desired esthetic outcomes. In older patients, maintaining facial structure and volume and addressing lines and folds are essential to reduce the appearance of aging. This paper provides guidance on treatment strategies to address the complex esthetic requirements in Asian patients of all ages. LEVEL OF EVIDENCE V: This journal requires that the authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings, please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266 ."
A,13,openalex,Aesthetic Plastic Surgery,Effectiveness and Safety of IPN-20-SENSE LIDOCAINE for Lip Volume Augmentation and/or Redefinition (SMILE Study): A Non-inferiority Randomized Double-Blinded Controlled Study,2024,10.1007/s00266-024-04398-z,https://doi.org/10.1007/s00266-024-04398-z,open_access_cc_by,2,dermal_fillers,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance; structured_taxonomy_support,3,"BACKGROUND: Hyaluronic acid (HA) is a widely used dermal filler for lip augmentation. IPN-20-SENSE LIDOCAINE (Laboratoires VIVACY) is a monophasic gel consisting of cross-linked HA and includes lidocaine hydrochloride for the reduction of injection-associated pain. AIMS: The SMILE study was designed to assess the non-inferiority of IPN-20-SENSE LIDOCAINE compared to HA-RK-Lido in improving aesthetic lip appearance. The secondary objectives were to evaluate the effectiveness and safety of IPN-20-SENSE LIDOCAINE against the chosen similar active control device. PATIENTS/METHODS: This was a prospective, multicenter, double-blinded, randomized active controlled parallel group study undertaken in two investigational sites between May 2021 and July 2022 (14 months). The primary endpoint of this study was the proportion of subjects reporting an improvement on the Global Aesthetic Improvement Scale (GAIS) 3 months after treatment initiation. RESULTS: Regarding the primary endpoint, the difference between the treatment arms in the proportion of improved subjects was +7.0 [-2.2; 17.7]. The lower limit of this 90% CI, being above the non-inferiority margin of -15 and below zero, demonstrated the non-inferiority of IPN-20-SENSE LIDOCAINE vs. HA-RK-Lido. The secondary outcomes reported by subjects and the blinded live evaluators supported this result. All injection site reactions and device-related adverse events reported in this study were expected, already described and were mostly mild and transient. CONCLUSIONS: The study demonstrated the non-inferiority of IPN-20-SENSE LIDOCAINE to HA-RK-Lido in the aesthetic improvement of the lips. The effect of both treatments decreased over time. Nonetheless, aesthetic improvement was sustained longer in the IPN-20-SENSE LIDOCAINE arm. LEVEL OF EVIDENCE I: This journal requires that authors assign a level of evidence to each article. For a full description of these Evidence-Based Medicine ratings, please refer to the Table of Contents or the online Instructions to Authors www.springer.com/00266 ."
A,13,openalex,Aesthetic Plastic Surgery,Evaluation of Elastic Lift for Neck Rejuvenation,2016,10.14730/aaps.2016.22.2.68,https://doi.org/10.14730/aaps.2016.22.2.68,open_access_cc_by,2,rf_microneedling_ultrasound; skin_quality_peels,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance,6,"The neck is not only the first area to show aging but it also represents the persona of the individual. The understanding of the aging process of the neck is essential for neck rejuvenation. The purpose of this study was to evaluate the outcomes and safety of elastic lift in relation to neck region lifting. Methods Forty-seven patients with sagging and laxity of the neck skin treated by elastic lift were enrolled in this study from November 2015 to February 2016. To evaluate the safety of elastic lift, a retrospective chart review was conducted. We used an automatic skin diagnosis system to evaluate the efficacy of elastic lift. Results Forty-five patients were female and 2 patients were male. The mean age of the patients was 45.3 years and their mean follow-up period was 3 months. There were no major complications requiring the removal of the elastic thread during the follow-up period. The median skin laxity grade score was 5 (4-5) preoperatively; the median skin laxity grade score was 3 at 3 months postoperatively. In comparing the skin grade score at these two points in time, there was a statistically significant difference (P < 0.01). Conclusions Neck rejuvenation using elastic lift is a safe and effective procedure in selected patients with moderate sagging and laxity of the neck skin."
A,13,openalex,Aesthetic Plastic Surgery,Hyaluronidase for Treating Complications Related to HA Fillers: A National Plastic Surgeon Survey,2021,10.1177/22925503211019618,https://doi.org/10.1177/22925503211019618,open_access_cc_by,2,dermal_fillers,clinical_gateway_source; safety_floor,12,"Background: Hyaluronic acid (HA) fillers have become a popular modality to address changes in the ageing face. There are many described indications of hyaluronidases in aesthetic medicine which include their use in the management of HA-associated complications. To better understand the current practice patterns, we surveyed Canadian plastic surgeons on their use of hyaluronidases. Methods: With the approval of the Canadian Society of Plastic Surgeons, an electronic survey was emailed to members. A total of 350 surveys were distributed and 98 surveys were completed for a response rate of 28%. Results: Approximately half (48%) of the survey respondents used HA fillers in their practice. Skin testing for hypersensitivity reactions was performed by less than 10% of hyaluronidase users. Nearly all respondents used hyaluronidase for filler over-correction (95.5%) and asymmetry (86.4%). Over half of the respondents have used hyaluronidase for inflammatory or infectious nodules and the Tyndall effect. Other reported applications included restoration of vascular compromise, and one respondent reported using hyaluronidase for assisting with haematoma resolution. When compared with the most recent guidelines, there was a wide range of doses used for common side effects and complications. Twenty-four percent of the respondents reported that their hyaluronidase formulation was prepared by a compounding pharmacy, and 20% of respondents who inject HA fillers did not stock hyaluronidase. Conclusion: There are many indications for hyaluronidase in aesthetic plastic surgery. Plastic surgeons should stock hyaluronidase and develop a specific plan in anticipation of adverse events. Although hyaluronidase is commonly used by plastic surgeons for over-correction and asymmetry, the dosages used in aesthetic practice is rather diverse and heterogeneous. When possible, plastic surgeons should perform allergy testing before hyaluronidase use."
A,13,openalex,Aesthetic Plastic Surgery,Secondary Female Hairline Correction Surgery in Korean: Various Operative Techniques and Methods,2013,10.14730/aaps.2013.19.3.129,https://doi.org/10.14730/aaps.2013.19.3.129,open_access_cc_by,2,lasers_energy_devices,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance; structured_taxonomy_support,1,"Background Female hairline correction surgery is being more popular among Korean women. However, there has been no report about detailed techniques and methods in secondary female hairline correction surgery. Methods The author retrospectively reviewed medical records and medical photos of 36 patients who had secondary hairline correction surgery in one private clinic, with long-term followed up for more than 6 months. Results All the results were satisfactory and there was no incidence of complications or adverse reactions. Three out of total 36 patients (8.3%) had touch-up procedures for intensifying hair density. The implanted amount for intensifying density was from 86 to 460 hairs, with an average of 286 hairs. All the patients were pleased with the retouching results. Conclusions Natural hairline can be accomplished by secondary hairline correction surgery through various methods such as follicular unit extraction, laser hair removal, and new hairline creation with a high degree of delicate transplant techniques."
A,13,openalex,Aesthetic Plastic Surgery,The Characteristics and Safety of Previous Fillers in Secondary Rhinoplasty,2018,10.14730/aaps.2018.24.2.49,https://doi.org/10.14730/aaps.2018.24.2.49,open_access_cc_by,2,dermal_fillers,clinical_gateway_source; safety_floor; sales_education_support; timing_maintenance; structured_taxonomy_support,1,"Background Filler injection into the soft tissue of the nose is a useful technique for rhinoplasty. The individual characteristics of fillers determine which is best suited for a patient's specific circumstances. The objective of this study was to identify the characteristics of various fillers and to determine which fillers should be used for primary rhinoplasty in order to yield optimal long-term results. Methods Excluding patients treated with hyaluronic acid fillers, we reviewed 17 patients who underwent surgical rhinoplasty due to dissatisfaction with an injection using a different filler. After removing the previously injected filler, rhinoplasty was performed as part of the same procedure using a silicone or Surgiform prosthesis. Results Various previous fillers were used in the cohort. During the process of filler removal, skin perforation occurred in 2 cases and infection was observed in 1 case. In the other cases, rhinoplasty using a prosthesis was performed at the time of filler removal and no complications were observed. Conclusions We found that if surrounding tissue had been maintained stably, a simultaneous secondary operation using implants produced ideal results in most cases without any complications, despite the presence of residual remnant filler material."
A,13,crossref,Aesthetic Surgery Journal Open Forum,A Retrospective Analysis of the Clinical Response and Safety of Radiofrequency Microneedling Treatment in Managing Acne Vulgaris,2026,10.1093/asjof/ojag097,https://doi.org/10.1093/asjof/ojag097,open_access_cc_by,2,rf_microneedling_ultrasound,clinical_gateway_source; safety_floor; sales_education_support,0,"Abstract Background Radiofrequency (RF) microneedling is increasingly used for acne management; however, real-world evidence for its clinical effects and safety remains limited. Objectives To describe the clinical response and safety of POTENZA RF microneedling for acne vulgaris in routine practice. Methods We retrospectively analyzed data from adults treated at a tertiary dermatology center in Seoul, Republic of Korea. Adult patients (≥18 years) with clinically diagnosed acne vulgaris who received POTENZA RF microneedling treatment were included. The primary outcome was clinical improvement (assessed by the physician and/or reduction in lesion counts). Secondary outcomes included adverse events (AEs). Continuous variables were summarized per distribution. Results The cohort included 50 patients (median age, 24 years; 60% male) with predominantly Fitzpatrick skin types III–IV. All procedures used bipolar RF (50% medium, 50% high); no boosters. Median sessions were 3. Clinical improvement occurred in 94% (47/50). Lesion counts decreased from 45 to 18.5 (p &lt; 0.001). The mean percentage reduction was 48.3% ± 24.5%. AEs occurred in 10% (5/50), all mild/transient (erythema, pruritus, stinging), and no serious adverse events. Conclusions In real-world practice, POTENZA RF microneedling was associated with high clinical improvement, substantial lesion reduction, excellent tolerability, and universal patient-reported benefits. These findings support its pragmatic use for acne in patients with Fitzpatrick skin types III–IV and warrant confirmation in prospective controlled studies."
A,13,crossref,Aesthetic Surgery Journal Open Forum,Assessing the Efficacy of Deoxycholic Acid for the Treatment of Submental Fat: A Three-Dimensional Study,2019,10.1093/asj/sjy194,https://doi.org/10.1093/asj/sjy194,open_access_cc_by,2,body_contouring,clinical_gateway_source; safety_floor; sales_education_support; structured_taxonomy_support,8,"Abstract Background Deoxycholic acid is used for the treatment of excess submental fat, offering a potential alternative to more invasive surgical procedures. However, there is currently an absence of high-level evidence in the literature outside of Phase 3 clinical trials. Objectives The aim of this study was to evaluate the efficacy of deoxycholic acid for the treatment of submental adiposity by correlating objective 3-dimensional (3D) data with subjective patient assessment scores. Methods Thirteen patients were prospectively enrolled into the study. 3D images were obtained prior to initial treatment, at 4-week intervals, and in the acute recovery period. Volumetric changes were calculated using Vectra software. Corresponding subjective surveys using the FACE-Q tool evaluated the perceived treatment results and side effects. Results Objectively, there was a significant reduction in submental volume following treatment (P = 0.004), with total rounds of treatment averaging 3.4 (SD: 1.19). During the immediate recovery period, there was a statistically significant increase in submental volume, with an average increase of 8.68% (P = 0.0003). Subjectively, patient satisfaction scores improved significantly for both the aesthetics of the area under the chin and jawline (P &lt; 0.005). Self-resolving paresthesia following treatment occurred in all study participants. There were no major complications. Participant scores of early treatment recovery also improved significantly with subsequent treatments (P &lt; 0.005). Conclusions This study validates the use of deoxycholic acid for reducing supraplatysmal adiposity in the submental area. Objective volume changes showed positive correlation with subjective improvements in patient satisfaction scores. Recovery and side effect profiles were also described and may aid in future patient education and management. Level of Evidence: 4"
A,13,openalex,Aesthetic Surgery Journal Open Forum,Assessment of Mortality Rates Associated With Perioperative Deep Vein Thrombosis Screening and Prophylaxis in Cosmetic Outpatient Procedures: An Updated National Evaluation Using QUAD A Patient Safety Data,2025,10.1093/asjof/ojaf105,https://doi.org/10.1093/asjof/ojaf105,open_access_cc_by,2,body_contouring; lasers_energy_devices,clinical_gateway_source; safety_floor; sales_education_support,1,"Abstract Background Most deaths after outpatient plastic surgery are because of thromboembolic events, particularly pulmonary embolism (PE). The effectiveness of QUAD A deep vein thrombosis (DVT) safety measures after recent policy changes remains undocumented. Objectives The aim of the authors of the study is to assess how adherence to DVT prophylaxis guidelines affects complications and mortality in QUAD A facilities. Methods Using the Patient Safety Data Reporting database, we retrospectively assessed DVT, PE, and mortality rates in adult patients at QUAD A facilities from 2019 to 2023, with subgroup analysis of plastic surgery centers. The authors analyzed demographics and complications relative to facility protocol compliance using descriptive statistics and regression analyses. Results The authors identified 3,338,519 surgeries and 247 DVT/PE events. Facility-level deficiencies in DVT/PE prophylaxis ranged from 7.4% to 14.17%; peak deficiencies coincided with the highest complications and mortality. Among DVT/PE patients, 67 underwent plastic surgery (mean age 47.7 years, standard deviation [SD: 11.8]; mean BMI 29.2 kg/m2, [SD: 7.7]); 94% were women. The mean operative time was 220.4 min (SD: 115.9), with 98.5% of procedures under general anesthesia and nearly half of patients (49.3%) hospitalized postoperatively. Liposuction was most commonly associated with complications (38.8%), followed by multiple procedures (23.9%). Within plastic surgery, cosmetic procedures accounted for 73.1% of complications. Statistical analysis showed an association between liposuction and DVT/PE occurrence, with more favorable outcomes for cosmetic procedures (P = .038). Conclusions Following a QUAD A policy change, DVT/PE rates peaked alongside DVT/PE prophylaxis deficiencies. Based on the findings of this study, the authors suggest considering a standardized prophylaxis and preoperative evaluation to reduce morbidity and mortality. Liposuction patients may be at higher risk for these complications. Level of Evidence: 3 (Therapeutic)"
A,13,crossref,Aesthetic Surgery Journal Open Forum,Botulinum Toxin Type A for the Treatment of Masseter Muscle Prominence in Asian Populations,2023,10.1093/asjof/ojad005,https://doi.org/10.1093/asjof/ojad005,open_access_cc_by,2,injectables_neurotoxins,clinical_gateway_source; safety_floor; sales_education_support; structured_taxonomy_support,10,"Abstract In Asian populations, an oval face shape with a slimmer lower face is considered favorable. Botulinum toxin type A (BoNT-A) treatment of the lower face for aesthetic purposes is widely performed in Asia, although it is not officially approved for this indication in any country. In this review, the authors highlight recent research describing injection techniques, mechanism of action, clinical efficacy, and key learning points to safely treat benign masseter muscle prominence (MMP) in Asian populations using BoNT-A. To support the existing literature, clinical examples are provided that demonstrate individualized treatment plans for patients with asymmetric vs symmetric MMP and an observed complication after treatment. This review provides insights for optimizing clinical outcomes and for designing future studies investigating the safety and efficacy of BoNT-A for treating MMP. Level of Evidence: 5"
A,13,crossref,Aesthetic Surgery Journal Open Forum,Case Series: Therapeutic Combination of VoluDerm Radiofrequency Microneedling and Glycolic Acid Peel in Scaled-Up Concentrations,2024,10.1093/asjof/ojae075,https://doi.org/10.1093/asjof/ojae075,open_access_cc_by,2,rf_microneedling_ultrasound; skin_quality_peels,clinical_gateway_source; safety_floor; combination_observation; timing_maintenance,0,"Abstract Background Glycolic acid (GA) is an α-hydroxy peeling agent that causes controlled removal of the epidermis, with or without the dermis. Studies have shown the ability of GA to stimulate fibroblast proliferation, induce collagen synthesis, and decrease collagen degradation. The VoluDerm radiofrequency microneedling (RFMN; Pollogen, Tel Aviv, Israel) utilizes an array of microelectrodes to penetrate the epidermis and deliver energy to the skin. The controlled fractional thermal injury promotes neocollagenesis in the correction of skin laxity and wrinkle reduction. It was theorized that GA and VoluDerm could synergistically boost collagen production in combined treatment. Objectives Safety and efficacy of the combination treatment were investigated in patients seeking corrections of the age-related skin deteriorations. Methods Seven female patients (aged 42-70 years, Fitzpatrick II-IV) with photo- and chrono-damaged skin received 5 treatments of VoluDerm followed by the GA peel at increasing 30% to 70% concentrations. Results Clinical photography taken 6 months after the treatment demonstrated improvement in elasticity, wrinkling, roughness, pigmentation, erythema, and pore size across the entire treated group. Efficacy quantified by the physician and patients per 1 to 5 Global Aesthetic Improvement Scale was average 4.3 and 4.5, respectively. The treatments were tolerated well without preprocedural anesthesia. Skin phenomena observed after GA application were suggestive of the acid passing to deeper layers. Conclusions A novel combination of VoluDerm RFMN and GA at increased concentrations provided safe and effective synergy in the treatment of aging facial skin. Visible results demonstrated skin tightening, reduction of rhytidids, and improvement of the skin texture which may be a result of the combination. Level of Evidence: 4"
A,13,openalex,Aesthetic Surgery Journal Open Forum,Comparative Performance of Current Patient-Accessible Artificial Intelligence Large Language Models in the Preoperative Education of Patients in Facial Aesthetic Surgery,2024,10.1093/asjof/ojae058,https://doi.org/10.1093/asjof/ojae058,open_access_cc_by,2,dermal_fillers; medspa_general,clinical_gateway_source; safety_floor; sales_education_support; structured_taxonomy_support,7,"Background: Artificial intelligence large language models (LLMs) represent promising resources for patient guidance and education in aesthetic surgery. Objectives: The present study directly compares the performance of OpenAI's ChatGPT (San Francisco, CA) with Google's Bard (Mountain View, CA) in this patient-related clinical application. Methods: Standardized questions were generated and posed to ChatGPT and Bard from the perspective of simulated patients interested in facelift, rhinoplasty, and brow lift. Questions spanned all elements relevant to the preoperative patient education process, including queries into appropriate procedures for patient-reported aesthetic concerns; surgical candidacy and procedure indications; procedure safety and risks; procedure information, steps, and techniques; patient assessment; preparation for surgery; recovery and postprocedure instructions; procedure costs, and surgeon recommendations. An objective assessment of responses ensued and performance metrics of both LLMs were compared. Results: ChatGPT scored 8.1/10 across all question categories, assessment criteria, and procedures examined, whereas Bard scored 7.4/10. Overall accuracy of information was scored at 6.7/10 ± 3.5 for ChatGPT and 6.5/10 ± 2.3 for Bard; comprehensiveness was scored as 6.6/10 ± 3.5 vs 6.3/10 ± 2.6; objectivity as 8.2/10 ± 1.0 vs 7.2/10 ± 0.8, safety as 8.8/10 ± 0.4 vs 7.8/10 ± 0.7, communication clarity as 9.3/10 ± 0.6 vs 8.5/10 ± 0.3, and acknowledgment of limitations as 8.9/10 ± 0.2 vs 8.1/10 ± 0.5, respectively. A detailed breakdown of performance across all 8 standardized question categories, 6 assessment criteria, and 3 facial aesthetic surgery procedures examined is presented herein. Conclusions: ChatGPT outperformed Bard in all assessment categories examined, with more accurate, comprehensive, objective, safe, and clear responses provided. Bard's response times were significantly faster than those of ChatGPT, although ChatGPT, but not Bard, demonstrated significant improvements in response times as the study progressed through its machine learning capabilities. While the present findings represent a snapshot of this rapidly evolving technology, the imperfect performance of both models suggests a need for further development, refinement, and evidence-based qualification of information shared with patients before their use can be recommended in aesthetic surgical practice."
